17.808	17.680	17.821	19.020	17.622	17.712	17.738	17.744	17.821	18.084	17.924	18.129	18.148	17.866	17.872	17.751	17.802	17.828	17.821	17.680	17.648	17.661	17.712	18.033	17.834	17.911	17.860	17.847	17.725	17.866	17.943	17.885	17.783	17.943	17.719	17.924	18.001	17.994	18.084	18.109	18.052	18.250	18.607	18.651	18.613	18.747	17.879	17.763	17.802	17.738	17.879	17.860	17.847	17.847	17.828	17.776	17.725	17.706	17.706	17.674	17.847	17.924	17.892	17.892	18.090	18.956	18.886	19.051	19.070	17.949	17.911	17.674	17.802	17.738	17.635	17.667	17.686	18.065	18.013	17.994	17.834	17.937	17.892	17.905	17.956	17.898	17.975	17.969	17.981	17.930	17.840	17.917	17.872	18.039	18.013	18.020	17.956	18.033	18.045	17.911	17.770	17.526	17.590	18.709	19.001	18.333	18.154	17.956	17.616	17.571	17.552	17.500	17.462	17.526	17.763	17.789	17.821	18.033	18.505	19.007	19.013	18.715	18.505	18.282	18.013	17.526	17.384	16.958	17.029	17.159	17.126	18.397	19.108	19.412	19.500	19.096	18.390	18.180	18.607	18.384	16.803	15.539	16.855	18.441	19.178	19.632	19.683	19.487	19.311	19.134	18.562	18.084	18.352	18.397	18.556	19.865	20.523	20.492	20.561	20.878
17.911	17.661	17.821	19.241	17.706	17.821	18.065	18.141	18.307	18.543	19.051	18.924	19.115	18.384	17.994	17.770	17.731	17.860	17.783	17.879	17.751	17.763	17.744	18.045	17.937	18.205	17.667	17.969	17.917	17.776	17.802	17.847	17.821	17.860	17.924	18.084	18.180	18.416	18.288	18.295	18.690	19.140	19.178	19.506	19.292	19.279	18.148	17.757	17.661	17.840	17.885	17.840	17.866	17.885	17.866	17.725	17.853	17.751	18.077	18.256	18.135	18.358	18.301	18.301	19.083	19.393	19.456	19.399	19.210	18.122	18.033	17.706	17.847	17.725	17.661	17.789	17.924	17.853	17.808	17.872	18.135	18.090	17.924	18.097	17.969	17.975	17.956	17.840	17.840	17.949	18.090	17.879	18.116	17.988	18.039	18.013	18.039	17.962	18.058	17.930	17.731	17.584	17.821	19.039	19.739	19.595	18.600	18.135	17.872	17.661	17.661	17.712	17.789	18.358	18.836	19.077	19.247	19.368	19.582	19.809	19.500	19.551	19.941	19.670	19.026	18.333	17.796	17.532	17.462	17.474	17.391	17.584	18.026	19.247	19.285	19.569	19.386	18.823	18.728	18.785	17.081	15.578	17.088	18.759	19.576	19.658	19.639	19.405	19.191	19.013	18.511	18.205	18.429	18.562	18.581	18.740	19.708	20.436	20.598	20.598
17.924	17.661	17.834	19.247	18.058	18.192	18.588	18.842	19.222	19.342	19.361	19.551	19.456	18.690	17.930	18.058	17.828	17.905	17.994	18.039	17.885	17.609	17.738	18.097	18.007	18.320	17.789	18.109	18.020	17.834	17.988	17.943	17.847	18.109	18.026	18.499	18.632	18.696	18.810	19.070	19.222	19.349	19.462	19.519	19.532	19.317	18.141	17.796	17.860	17.866	17.840	17.924	17.840	17.885	17.943	17.892	17.860	17.686	18.090	18.224	18.518	18.543	18.677	19.077	19.487	19.450	19.475	19.405	19.134	18.352	17.988	17.840	17.949	17.693	17.731	17.719	18.007	17.949	17.975	17.943	17.988	18.045	18.135	18.084	17.988	18.077	18.052	18.007	17.937	17.892	17.930	17.962	18.013	17.937	18.045	18.039	18.109	17.943	17.981	17.975	17.693	17.539	17.642	19.178	20.248	20.461	19.519	18.626	18.167	17.949	17.744	17.757	18.690	19.614	19.683	19.639	19.645	19.708	19.884	20.022	20.072	19.928	19.953	20.204	19.884	19.645	18.721	18.090	18.569	18.448	17.616	17.699	17.622	17.860	19.146	19.494	19.519	19.632	19.184	19.172	17.210	16.446	17.956	18.950	19.645	19.739	19.456	19.513	19.235	19.083	18.499	18.365	18.511	18.543	18.715	18.728	18.575	18.937	20.242	20.523
18.045	17.994	18.160	19.292	18.715	19.121	19.146	19.323	19.506	19.582	19.677	19.765	19.607	18.867	18.045	17.981	18.013	17.924	18.320	18.288	17.911	17.667	17.693	18.199	18.052	18.263	17.969	18.180	17.956	17.898	18.007	17.885	18.288	18.327	18.575	18.823	19.026	19.070	19.210	19.355	19.349	19.266	19.595	19.683	19.872	20.173	18.141	17.898	17.892	17.885	17.911	17.969	18.071	18.084	17.956	17.994	18.020	17.962	18.263	18.403	18.550	18.575	19.077	19.469	19.481	19.506	19.582	19.159	20.085	18.320	17.872	17.911	17.911	17.751	17.776	17.725	18.052	18.071	18.192	18.173	18.129	18.173	18.090	18.129	17.988	18.033	17.866	17.956	18.039	17.969	17.956	18.090	17.981	18.026	17.969	18.084	17.975	18.090	17.994	17.917	17.828	17.564	17.706	18.435	20.129	20.091	20.311	19.890	19.064	18.613	18.199	19.026	20.085	20.185	20.104	19.922	20.091	20.116	20.210	20.454	20.436	20.473	20.454	20.467	20.323	19.934	19.796	19.588	19.563	19.058	18.199	18.045	17.680	17.519	17.994	19.115	19.538	19.569	19.777	19.494	18.237	17.905	19.039	19.588	19.645	19.752	19.551	19.513	19.178	18.861	18.569	18.371	18.740	18.550	18.690	18.874	18.715	18.275	18.702	20.354
18.371	18.791	19.178	19.361	19.247	19.557	19.519	19.456	19.639	19.934	19.897	19.947	19.872	18.880	18.077	18.275	18.160	18.403	18.581	18.505	17.898	17.917	17.815	18.020	18.045	18.282	18.301	17.930	17.969	18.052	18.013	18.314	18.378	18.626	18.880	19.203	19.292	19.374	19.336	19.544	19.620	19.689	19.746	20.342	20.279	20.204	18.728	18.212	18.218	18.135	18.090	18.275	18.052	18.154	18.288	18.205	18.562	18.333	18.651	18.836	18.734	19.039	19.576	19.519	19.632	19.437	19.115	19.752	20.342	18.403	17.969	17.834	17.930	17.828	17.866	17.808	18.237	18.365	18.467	18.435	18.639	18.192	18.135	18.103	17.981	18.167	18.007	17.988	17.962	18.071	18.135	17.956	18.090	18.141	18.116	18.077	18.071	18.039	18.103	18.007	17.840	17.667	17.834	18.192	19.872	20.210	20.611	20.704	20.586	20.354	20.085	20.623	20.629	20.498	20.592	20.679	20.323	20.411	20.260	20.461	20.760	20.741	20.567	20.667	20.379	20.254	20.204	20.116	19.909	19.916	19.140	18.588	17.956	17.789	17.892	18.435	19.121	19.639	19.746	19.614	19.670	19.607	19.708	19.721	19.765	19.708	19.614	19.424	19.393	18.905	18.874	18.467	18.740	18.702	18.810	18.734	18.524	18.378	18.320	18.499
19.254	19.336	19.380	19.500	19.595	19.645	19.569	19.828	19.934	20.223	20.035	19.972	19.928	19.115	18.269	18.518	18.454	18.524	18.651	18.543	17.796	17.712	17.770	18.033	18.295	17.943	18.180	18.013	17.937	18.122	18.205	18.715	18.867	19.102	19.412	19.386	19.380	19.487	19.733	19.947	20.192	19.538	20.304	20.398	20.235	20.217	19.821	19.070	19.235	19.355	19.405	19.424	19.506	19.519	19.469	19.506	19.620	19.645	19.677	19.821	19.588	19.551	19.462	19.695	19.405	19.342	19.380	20.317	20.286	18.384	18.033	17.994	18.090	17.898	17.828	17.796	18.480	18.473	18.677	18.569	18.346	18.218	18.212	18.224	18.218	18.135	18.084	18.052	18.026	18.160	18.103	18.058	18.135	18.090	18.244	18.218	18.320	18.218	18.122	18.103	17.776	17.757	17.776	18.180	19.607	20.461	20.916	21.009	21.270	21.431	21.450	21.332	21.270	21.158	21.065	20.959	20.598	20.548	20.586	20.367	20.367	20.586	20.498	20.404	20.254	20.467	20.517	20.286	20.311	20.279	19.815	19.140	18.378	17.943	18.109	18.409	18.778	19.228	19.677	19.664	19.569	19.790	19.777	19.765	19.714	19.714	19.506	19.405	19.431	19.165	18.874	18.988	18.994	18.759	18.766	18.683	18.581	18.371	18.403	18.250
19.614	19.607	19.399	19.695	19.506	19.758	19.664	20.185	19.941	20.116	20.010	19.997	20.016	19.298	18.537	18.683	18.607	18.581	18.677	18.658	17.937	17.930	17.783	18.256	18.429	18.103	17.885	18.033	18.333	18.467	18.721	18.969	19.336	19.342	19.424	19.386	19.607	19.746	19.947	20.041	20.229	19.651	20.223	20.354	20.354	20.242	19.991	19.607	19.658	19.450	19.500	19.551	19.614	19.443	19.513	19.576	19.557	19.721	19.620	19.872	19.651	19.632	19.632	19.639	19.519	19.216	20.267	20.329	20.336	18.422	18.071	17.969	18.065	17.840	17.872	18.052	18.740	18.734	18.823	18.651	18.454	18.218	18.250	18.263	18.167	18.090	18.148	18.103	18.039	18.180	18.097	18.148	18.269	18.141	18.135	18.282	18.192	18.256	18.275	18.237	17.866	17.699	18.007	18.192	20.260	21.022	21.171	21.350	21.617	22.042	22.251	21.740	21.295	21.666	21.344	20.997	20.847	20.654	21.022	20.829	20.804	20.804	21.121	20.953	20.829	20.579	20.598	20.348	20.648	20.467	20.123	19.569	18.798	18.212	18.314	18.537	18.753	19.159	19.032	19.777	19.677	19.859	19.796	19.872	19.784	19.959	19.859	19.626	19.437	19.222	19.102	19.096	19.051	18.918	18.798	18.683	18.632	18.301	18.256	18.365
19.922	19.733	18.747	19.437	19.228	19.727	18.639	20.035	19.494	19.582	20.116	20.016	20.041	19.260	18.658	18.690	18.690	18.778	18.734	18.645	18.122	17.879	18.013	18.218	18.237	18.282	18.186	18.077	18.639	18.880	19.178	19.285	19.298	19.210	19.525	19.639	19.777	19.947	20.072	20.054	19.972	20.141	20.204	20.354	20.273	20.286	18.969	18.077	18.058	18.314	18.237	18.160	18.160	18.141	18.263	18.390	18.454	18.613	18.931	19.595	19.689	19.834	19.777	19.689	19.247	20.229	20.367	20.323	20.367	18.486	18.154	18.065	18.084	18.116	17.847	18.116	18.734	18.677	18.664	18.613	18.403	18.314	18.301	18.384	18.224	18.186	18.160	18.199	18.192	18.192	18.129	18.218	18.416	18.192	18.269	18.384	18.378	18.422	18.250	18.199	18.039	17.783	17.988	18.250	20.542	21.431	21.888	22.227	22.491	22.239	21.777	21.931	21.617	21.925	21.851	21.369	21.040	21.015	21.245	21.195	21.146	21.363	21.542	21.084	20.891	20.648	20.635	20.579	20.442	20.504	20.260	19.790	19.210	18.397	18.448	18.696	18.963	19.127	19.013	19.349	19.878	19.897	19.991	19.796	19.828	19.903	19.859	19.796	19.607	19.304	19.165	19.102	19.089	18.944	18.810	18.670	18.569	18.429	18.441	18.422
19.323	19.620	17.796	19.273	18.874	19.216	17.949	19.576	19.178	19.203	20.116	20.085	20.123	19.450	18.785	18.747	18.651	18.861	18.690	18.855	18.135	17.898	18.007	18.224	18.416	18.199	18.416	18.728	18.937	19.304	19.361	19.298	19.323	19.475	19.614	19.664	19.645	20.198	20.404	20.079	19.632	20.279	20.079	20.373	20.279	20.229	18.924	18.199	18.492	19.374	18.237	18.224	18.129	18.314	18.358	18.390	18.740	18.575	19.254	19.607	19.595	19.519	19.576	19.368	19.551	20.361	20.398	20.367	20.298	18.486	18.269	18.084	18.218	18.205	17.924	18.256	18.683	18.562	18.569	18.677	18.530	18.358	18.314	18.346	18.384	18.231	18.295	18.237	18.403	18.250	18.327	18.288	18.333	18.371	18.269	18.327	18.486	18.505	18.499	18.537	18.141	17.815	17.943	18.346	20.579	21.789	22.011	22.110	21.598	21.499	21.765	21.814	21.950	22.208	21.715	21.040	20.997	21.189	21.282	21.623	21.357	21.282	21.009	21.084	20.959	20.785	20.617	20.548	20.442	20.673	20.492	20.104	19.651	18.620	18.448	18.766	19.045	19.260	18.918	19.317	19.639	19.966	20.148	19.815	19.790	19.884	19.840	19.802	19.557	19.102	19.165	19.191	18.924	18.785	18.753	18.778	18.626	18.473	18.473	18.575
19.115	19.872	18.129	19.172	19.557	18.848	18.339	19.821	19.966	19.191	20.141	20.085	20.016	19.639	18.639	18.709	18.810	18.798	18.677	18.817	18.154	17.988	18.039	18.244	18.511	18.658	19.001	19.260	19.361	19.393	19.304	19.424	19.632	19.784	19.702	20.323	19.487	20.154	20.404	19.878	19.374	20.373	20.279	20.260	20.448	20.279	19.102	18.543	19.475	19.513	18.460	18.186	18.250	18.371	18.441	18.677	18.969	19.254	19.380	19.361	19.330	19.437	19.645	19.702	20.229	20.486	20.386	20.429	20.379	18.550	18.250	18.135	18.632	18.422	18.077	18.275	19.020	19.077	19.045	18.924	18.772	18.524	18.518	18.543	18.594	18.543	18.588	18.499	18.556	18.556	18.594	18.645	18.766	18.728	18.823	19.001	18.950	19.077	19.026	18.918	18.352	18.013	18.192	18.403	20.217	22.091	22.484	21.826	21.419	21.536	21.511	21.709	21.981	21.740	21.350	21.226	20.878	20.984	21.759	22.134	21.826	21.276	21.202	21.251	21.046	21.220	20.928	20.822	20.536	20.941	20.660	20.267	19.828	18.842	18.441	18.810	19.191	19.235	19.102	19.418	19.645	19.859	20.016	20.091	19.941	19.809	19.859	19.544	19.494	19.254	18.905	19.165	19.127	18.937	18.759	18.613	18.620	18.378	18.473	18.327
